model_key,mode,trial,feature_bundle,params_json,accuracy_mean,accuracy_std,open_precision_mean,open_precision_std,open_recall_mean,open_recall_std,open_f1_mean,open_f1_std,closed_precision_mean,closed_precision_std,closed_recall_mean,closed_recall_std,closed_f1_mean,closed_f1_std,pr_auc_closed_mean,pr_auc_closed_std
lightgbm,single,1,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.8789472116237456, ""learning_rate"": 0.03723865739995956, ""min_child_samples"": 24, ""n_estimators"": 194, ""num_leaves"": 102, ""reg_lambda"": 8.938089586343601, ""subsample"": 0.943439167964553}",0.8679408112147172,0.006737299510567331,0.9088057532577603,0.002545507103971586,0.95,0.010038192373253724,0.9289092764734308,0.00402017768093373,0.09047953495779582,0.041700582824516906,0.05332080200501253,0.03201588850440752,0.0662892847459258,0.03607822783724176,0.1369238025284869,0.009820882865104678
lightgbm,single,2,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.7801543751582268, ""learning_rate"": 0.09778350115178162, ""min_child_samples"": 65, ""n_estimators"": 197, ""num_leaves"": 96, ""reg_lambda"": 0.5515641726960966, ""subsample"": 0.6512454530702183}",0.8611189458839377,0.026535353774342275,0.9106040809547503,0.005093381863664902,0.9396428571428572,0.03797152531429145,0.924398041712637,0.01663084588520739,0.09922705314009662,0.04739661018129991,0.0818922305764411,0.08656454393954045,0.08153798256537984,0.06111813717911648,0.138855320393217,0.023389137098214847
lightgbm,single,3,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.7773656795309324, ""learning_rate"": 0.06881574792704269, ""min_child_samples"": 41, ""n_estimators"": 241, ""num_leaves"": 119, ""reg_lambda"": 1.285788609210467, ""subsample"": 0.929104645308332}",0.8679392325664612,0.014389286975698648,0.9128654505216174,0.0050193246341935895,0.945,0.0228515618186377,0.9284553813005421,0.008842473796624435,0.1432592555488769,0.038847171582224664,0.1031954887218045,0.07115698268757495,0.11439869351634058,0.060648183101627444,0.14616897958662747,0.01616041266502612
lightgbm,single,4,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.9032350960341495, ""learning_rate"": 0.012106766445987193, ""min_child_samples"": 68, ""n_estimators"": 263, ""num_leaves"": 111, ""reg_lambda"": 0.5117430300313628, ""subsample"": 0.852665759648826}",0.7537503420404554,0.0998645097750444,0.9232995370397743,0.01572483027139265,0.7978571428571428,0.13448408600185788,0.8485047629288605,0.07403694158808682,0.12017978716653528,0.027077542770679423,0.3151629072681704,0.24348414461230053,0.1558622673308011,0.07482058176363457,0.1533358347410781,0.017185801576104127
lightgbm,single,5,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.677855483140787, ""learning_rate"": 0.14520359489753226, ""min_child_samples"": 35, ""n_estimators"": 183, ""num_leaves"": 124, ""reg_lambda"": 0.12235100233650856, ""subsample"": 0.9113533988295047}",0.8773532383337894,0.00584107098486818,0.9080181157912864,0.0019920613845003346,0.9625,0.0056469243931578,0.9344590884471454,0.003269121321893447,0.07870600414078674,0.055458469150469036,0.031892230576441104,0.020677071463058187,0.04525155481295832,0.029988023519089003,0.15105087770424813,0.011729478665781692
lightgbm,single,6,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.987003892973684, ""learning_rate"": 0.015875786769768335, ""min_child_samples"": 58, ""n_estimators"": 383, ""num_leaves"": 99, ""reg_lambda"": 0.44838462907863524, ""subsample"": 0.8979048623631268}",0.8420078300953504,0.054365542914051795,0.9097040662355779,0.0014791702444442957,0.917142857142857,0.06698309259714388,0.9121027457481473,0.0349727031931062,0.10784386749903992,0.043704365272947354,0.09523809523809522,0.07705162128900452,0.08920144124300299,0.03744727523942397,0.14564477676502405,0.023088586318704567
lightgbm,single,7,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.6519686021341886, ""learning_rate"": 0.04082312014230756, ""min_child_samples"": 58, ""n_estimators"": 602, ""num_leaves"": 56, ""reg_lambda"": 0.2843273897868822, ""subsample"": 0.6757885436337142}",0.8741043802226948,0.008169807586397944,0.9120990079730797,0.008099501956535108,0.9535714285714285,0.01838505382319109,0.9321948599558809,0.005244600242109693,0.1133531746031746,0.08610625580635631,0.08552631578947367,0.1019552753557941,0.09348410210479176,0.09471314123218877,0.15453398183881617,0.02884725595221525
lightgbm,single,8,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.8801060408008996, ""learning_rate"": 0.07437861696478101, ""min_child_samples"": 41, ""n_estimators"": 387, ""num_leaves"": 121, ""reg_lambda"": 0.4214376026129217, ""subsample"": 0.933071278423135}",0.8802747900397818,0.005014543985476688,0.9105184456371023,0.0034316936245920365,0.9628571428571429,0.0049744243847085964,0.9359459192992873,0.002770741987245075,0.13280423280423279,0.06919696391226164,0.06040100250626566,0.03689375013896781,0.08273008875418514,0.048502496145641415,0.14284258686375398,0.01904296257348915
lightgbm,single,9,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.7153312415720976, ""learning_rate"": 0.11143524405197441, ""min_child_samples"": 27, ""n_estimators"": 533, ""num_leaves"": 109, ""reg_lambda"": 0.19032900062238617, ""subsample"": 0.7549913516120698}",0.868263381675051,0.013394662292438119,0.9102659337885608,0.0039813262219120776,0.9485714285714287,0.018048969669276094,0.9289168871845888,0.007903201034490609,0.11522888459058671,0.06441136041237758,0.07117794486215538,0.05051011446103086,0.08484968198945289,0.053421956989615646,0.13583061593040174,0.014551184123019359
lightgbm,single,10,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.8659403426368129, ""learning_rate"": 0.018200636152335015, ""min_child_samples"": 10, ""n_estimators"": 491, ""num_leaves"": 105, ""reg_lambda"": 2.5723541334066287, ""subsample"": 0.9147697510008553}",0.8643667515628618,0.028768873396448364,0.9102366723142836,0.0029479937819354316,0.9439285714285715,0.03807551572807889,0.9263329624147054,0.017641952845742655,0.10513114336643747,0.05975736945934326,0.07449874686716791,0.06626999595303901,0.07965376395756144,0.052253553284978806,0.14186326143605063,0.016249998216915622
lightgbm,single,11,low_plus_medium,"{""class_weight"": ""balanced"", ""colsample_bytree"": 0.655918799251063, ""learning_rate"": 0.03954241497429751, ""min_child_samples"": 27, ""n_estimators"": 288, ""num_leaves"": 103, ""reg_lambda"": 2.1717304645704534, ""subsample"": 0.8274964783811575}",0.8471852701593383,0.03443415905818277,0.9140740476903437,0.0066620034464019385,0.9182142857142856,0.042654281790953194,0.9156017969197687,0.021093456293638208,0.14077974870657797,0.08820605623424861,0.14229323308270675,0.08515597750832783,0.13627536747090374,0.07875111436864798,0.13516116333540268,0.013327913428544728
